1,2,3,4,5,6,7,8
20.92574113647878,66.36660089303147,87.29234202951025,189.12168830608857,72.93440776096652,305.30896885121064,233.1611575514433,a4
21.480574587220104,63.94282301968845,85.42339760690855,177.04203171549773,80.63866212011413,273.4454013108813,246.70072184713683,a3
16.855279957801926,9.37357874114888,26.228858698950805,99.94057448769831,10.355631751073144,189.5255172243235,46.9401222010971,a5
82.86924810636248,84.15951227385035,167.02876038021282,249.60865041994984,144.10637947507246,355.1109213648272,455.24151933035773,a1
13.109760522909387,6.16536228485054,19.275122807759928,57.9997756521052,-29.8447125341904,145.8442638384008,-40.41430226062087,a5
86.27662954289602,7.851520370004794,94.12814991290081,84.98206676395598,61.24742573772728,108.71670779018469,216.62300138835536,a1
42.32098611588824,10.591517534837758,52.912503650725995,59.28065174974779,35.60746049571417,82.9538430037814,124.12742464215434,a2
37.13989673923083,10.358524842730187,47.49842158196101,80.08152461013265,7.113481570861296,153.049567649404,61.725384723683604,a4
79.91320601154597,16.94167568717195,96.85488169871792,118.5996287839871,91.1493978284677,146.0498597395065,279.1536773556533,a1
93.92094857578172,19.651400702126487,113.57234927790822,137.5871761116427,73.03039257834047,202.1439596449449,259.6331344345891,a2
11.057532680386739,59.19535746335569,70.25289014374243,118.56462704730507,55.289148153748606,181.84010594086152,180.83118645123966,a3
63.784136009546366,28.40386295443088,92.18799896397725,79.82911610986645,60.71397388149391,98.944258338239,213.61594672696506,a1
16.433070677651752,47.22969454652943,63.662765224181186,167.61616877717464,63.63967164085385,271.5926659134954,190.94210850588888,a4
41.69756200807851,82.46223913679631,124.15980114487482,205.13698842618118,119.20121049376733,291.072766358595,362.5622221324095,a2
64.65559688306375,99.67131912477097,164.3269160078347,211.0389361031394,152.54310880968472,269.5347633965941,469.41313362720416,a1
41.78209956691724,22.732153030525705,64.51425259744295,101.49202847640686,58.52331528314359,144.46074166967014,181.56088316373013,a2
83.64464187651497,62.14614244560222,145.7907843221172,197.37164720377785,107.71095883940573,287.03233556814996,361.21270200092863,a2
10.250558812936061,53.08226343987996,63.33282225281602,111.31009132359088,53.70205510165378,168.918127545528,170.73693245612358,a3
77.53219239605413,28.678404288711747,106.21059668476587,147.82112343723946,76.79980474936957,218.84244212510936,259.810206183505,a2
39.17770491529192,2.3433649051388006,41.52106982043072,40.84915121276342,34.56489336339815,47.133409062128685,110.65085654722702,a2
34.701639985734914,71.43705541249518,106.1386953982301,144.8775662335949,81.14583653727645,208.60929592991334,268.430368472783,a2
97.1723186262268,24.7678275379706,121.9401461641974,135.569213159751,105.66678197727244,165.47164434222958,333.27371011874226,a1
28.800110488146846,87.19242445986836,115.9925349480152,271.6966944682459,76.59270234607357,466.8006865904182,269.1779396401623,a5
80.16306974399741,80.70335558253598,160.86642532653337,182.3928974833116,121.44956738012691,243.3362275864963,403.7655600867872,a1
18.908546841840035,28.78040950170139,47.68895634354142,118.26307322323589,41.29643324053158,195.22971320594021,130.28182282460457,a4
22.780647327486538,99.54797042017078,122.32861774765732,227.18082742536964,75.89212025466183,378.46953459607744,274.112858256981,a5
99.8688980812968,18.56189340655473,118.43079148785154,47.06180136499263,115.24426279901888,-21.12066006903362,348.9193170858893,a1
67.34472302047587,73.2971836865167,140.6419067069926,173.35551134881436,136.9134671176229,209.79755558000582,414.4688409422384,a1
59.11632608798777,98.4336046004349,157.54993068842268,215.562610852993,108.44615196966535,322.6790697363207,374.44223462775335,a2
98.90904519050311,30.131996812309293,129.0410420028124,126.55822109996564,118.81537208970803,134.30107011022324,366.67178618222846,a1
23.805090035430755,96.70127597261245,120.5063660080432,253.14098828224257,108.64412331507054,397.6378532494146,337.7946126381843,a4
